Date,bull_bear,Open,High,Low,Close,Adj Close,Volume,EURUSD,GBPUSD,AUDUSD,NZDUSD,EURJPY,GBPJPY,CNY,HKD,SGD,INR,pct_change,log_change,7ma,14ma,21ma,7macd,14macd,7rsi,14rsi,21rsi,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,7rsv,14rsv,21rsv,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components
13-02-2014,1,102.4629974,102.5179977,101.7099991,102.4690018,102.4690018,0,1.359009504,1.660991549,0.902445555,0.832431495,139.2400055,170.177002,6.052400112,7.755569935,1.265560031,61.68000031,-0.000497414,-0.000497538,102.2967123,102.4679149,102.6795865,0.245107071,0.545936488,150.1123996,-402.9958678,-259.3567212,0.692856925,0.802572523,0.792572021,102.9627025,101.2773008,103.313534,101.1398984,105.0575663,100.7263409,94.80147684,63.52324605,37.99032403,126.3531116,120.2448232,122.2743102,113.9375129,101.3939956,99.42650322
14-02-2014,1,102.1689987,102.3860016,101.586998,102.1880035,102.1880035,0,1.367876768,1.665722728,0.898230493,0.834585249,139.7599945,170.1730042,6.053599834,7.75564003,1.264750004,62.15000153,-0.002742275,-0.002746042,102.269533,102.4302584,102.6328864,0.195248881,0.521373594,289.5772494,2631.147722,-169.6603745,0.685429164,0.799786704,0.794048491,102.9433999,101.439175,103.3189814,101.1541654,104.8207964,100.7361588,68.24206412,50.0719477,29.9457228,126.2979445,120.0721762,121.9503897,113.0619992,100.4497826,98.91400064
17-02-2014,1,101.5630035,101.9649963,101.3990021,101.564003,101.564003,0,1.369994402,1.676136851,0.905961156,0.83787179,139.1300049,170.1999969,6.056900024,7.754499912,1.258530021,61.83000183,-0.006106397,-0.006125118,102.0931406,102.3138604,102.5317567,0.216837626,0.510253545,1474.488128,-275.2959259,-148.0412452,0.661713736,0.789285932,0.808476766,102.8954983,101.5150765,103.2667808,101.0496516,104.6321281,100.6647324,0,20.20123443,12.08142671,126.2427469,119.8999839,121.626491,112.2044583,99.71240531,98.67912998
18-02-2014,1,102.0569992,102.737999,101.7590027,102.0619965,102.0619965,0,1.370445013,1.671989202,0.903946698,0.836400092,139.8500061,170.6340027,6.054100037,7.754670143,1.259060025,61.79000092,0.004903248,0.004891266,102.0853542,102.2800527,102.4874755,0.210257913,0.495738944,5957.763769,-252.1791625,-208.685088,0.661141532,0.764285496,0.836667015,102.8953001,101.5218447,102.9953761,101.1540554,104.4031429,100.6864793,51.87436918,56.93040559,26.33830965,126.1875205,119.7282633,121.3026871,111.3660044,99.17587862,98.69176081
19-02-2014,1,102.302002,102.3170013,101.8479996,102.3320007,102.3320007,0,1.376197338,1.668613315,0.902038574,0.830151081,140.8049927,170.7250061,6.057400227,7.754270077,1.26154995,62.20999908,0.002645493,0.002642,102.1470178,102.2870195,102.4728689,0.169379031,0.472955319,-601.5536835,10056.96233,-254.147002,0.654142107,0.748356955,0.832714989,102.8229456,101.5393416,103.0002261,101.1537765,104.1469215,100.7624151,80.33502522,73.63853966,34.06816866,126.132267,119.5570314,120.9790511,110.5477016,98.83051639,98.91592079
20-02-2014,1,102.2959976,102.3939972,101.6880035,102.310997,102.310997,0,1.373041749,1.667583823,0.899928033,0.827403605,140.4559937,170.6029968,6.066500187,7.754839897,1.263790011,62.25999832,-0.000205251,-0.000205272,102.1880136,102.2902326,102.4577074,0.124520852,0.445717108,648.8941277,-617.4398361,-251.6208451,0.675712585,0.73499952,0.840143113,102.8535557,101.5595869,102.894839,101.1953056,103.8494312,100.8778099,78.13796846,84.58722991,33.46686033,126.0769881,119.3863051,120.6556559,109.7505621,98.66325982,99.31139929
21-02-2014,0,102.3249969,102.7990036,102.3249969,102.3119965,102.3119965,0,1.372118592,1.666166902,0.900982082,0.830633759,140.3650055,170.4389954,6.073500156,7.755179882,1.264209986,62.13000107,9.77E-06,9.77E-06,102.2190099,102.2931471,102.4440971,0.085088302,0.416171301,-369.7098632,2300.921923,-189.4095198,0.68585641,0.687571389,0.799762181,102.7738392,101.5798748,102.9121695,101.1951173,103.313632,101.1923705,82.65132355,84.65954886,52.51327779,126.0216853,119.2161013,120.3325746,108.9755434,98.65808619,99.8354691
24-02-2014,0,102.5299988,102.6650009,102.1740036,102.5130005,102.5130005,0,1.373796225,1.663339972,0.897746682,0.828020215,140.8350067,170.4949951,6.081500053,7.755539894,1.267060041,62.00999832,0.001964618,0.001962691,102.2925085,102.3225718,102.4505171,0.037050731,0.381619377,2204.61245,216.0461881,-536.8711553,0.640570504,0.666713715,0.74857185,102.7952149,101.5710701,102.8621774,101.4409668,103.1512999,101.2730834,100,98.96015115,65.62945108,125.9663604,119.0464368,120.00988,108.2235458,98.79648573,100.444649
25-02-2014,0,102.5019989,102.6179962,102.0220032,102.4820023,102.4820023,0,1.373607516,1.665694952,0.903750539,0.833333313,140.7319946,170.6849976,6.088500023,7.758009911,1.262709975,62.06800079,-0.000302383,-0.000302429,102.3398824,102.3438989,102.453444,-0.001855697,0.345761212,329.9338264,304.5391572,1065.047772,0.611568996,0.64849908,0.737047468,102.8777752,101.5725095,102.8856344,101.5307954,103.1758672,101.2896589,96.73358148,96.03025802,64.1455754,125.9110151,118.8773283,119.687645,107.4954105,99.05799248,101.0964307
26-02-2014,1,102.1399994,102.3949966,102.1070023,102.1500015,102.1500015,0,1.374608278,1.66772294,0.900982082,0.832847476,140.3970032,170.3119965,6.114600182,7.760270119,1.264410019,61.97800064,-0.0032396,-0.003244859,102.2924118,102.3179725,102.4252929,-0.002104268,0.31729661,165.5296323,353.0701705,-780.8190749,0.571854728,0.616784232,0.716808864,102.6337965,101.9839163,102.78637,101.7277738,103.1312788,101.2855805,19.51314409,61.04157229,48.25280304,125.8556511,118.7087928,119.3659425,106.7919175,99.42075345,101.7508956
27-02-2014,1,102.2929993,102.3830032,101.7330017,102.2990036,102.2990036,0,1.368194938,1.666833401,0.896378636,0.830909848,139.9400024,170.4799957,6.114799976,7.760479927,1.266119957,62.15000153,0.00145866,0.001457597,102.2940598,102.3154371,102.4135985,-0.002591481,0.29086404,262.0215677,765.7619062,-382.9402664,0.524855477,0.592998505,0.68447549,102.5869982,102.098431,102.7900165,101.7612705,102.9614742,101.3666231,41.04752097,76.56263659,71.59664421,125.8002698,118.5408468,119.0448449,106.1137838,99.86211955,102.3721553
28-02-2014,0,102.1159973,102.2559967,101.5680008,102.1100006,102.1100006,0,1.37074554,1.669198394,0.896169782,0.836610079,139.9499969,170.4179993,6.118400097,7.760540009,1.264430046,62.02000046,-0.001847555,-0.001849263,102.2480448,102.2879872,102.3855328,0.012749468,0.270370325,-158.1105231,-363.7660327,-1878.397045,0.556140355,0.605141231,0.684284755,102.6126758,102.0093248,102.7463477,101.7457962,102.9502564,101.3597455,0,57.11310094,59.90095037,125.7448732,118.3735069,118.724425,105.4616619,100.3592414,102.9295575
03-03-2014,0,101.3290024,101.5339966,101.1999969,101.3050003,101.3050003,0,1.377695084,1.672912121,0.890234172,0.836330175,139.5590057,169.4850006,6.135099888,7.760439873,1.269160032,61.81999969,-0.007883658,-0.007914898,102.0122829,102.1566803,102.2857975,0.096647019,0.270790327,-34.89132248,-181.8830164,-214.108313,0.502998352,0.589355469,0.657665798,102.9854032,101.3491697,102.8966975,101.4771603,102.9129151,101.2587056,0,0,11.79461417,125.6894627,118.2067899,118.404755,104.8361383,100.8896534,103.3986116
04-03-2014,0,101.4219971,102.1200027,101.4219971,101.4120026,101.4120026,0,1.373701811,1.666833401,0.892538428,0.836470068,139.3070068,169.0200043,6.136300087,7.760680199,1.269909978,62.16999817,0.001056239,0.001055681,101.8622125,102.0572311,102.2052566,0.173558048,0.280439578,-50.77905124,-110.650912,-412.5650456,0.534998213,0.610427311,0.636713664,103.0177537,101.0596781,102.8998907,101.3156822,102.9243707,101.1729644,8.857801497,8.857801497,19.53715869,125.63404,118.0407122,118.085907,104.2377324,101.431829,103.7616044
05-03-2014,0,102.1920013,102.5339966,102.1100006,102.1780014,102.1780014,0,1.374117136,1.666694403,0.895415485,0.83899653,140.3919983,170.2489929,6.133600235,7.760449886,1.268959999,61.59999847,0.007553335,0.007524952,101.9411598,102.0733561,102.2027476,0.164819224,0.277922512,-305.076408,-684.5367312,384.554941,0.525426592,0.582998548,0.619618007,102.8913014,101.0904164,102.8531197,101.3208817,102.8697327,101.3262694,74.17159303,72.26829191,71.61606489,125.5786068,117.8752902,117.7679531,103.6668954,101.9656936,104.0078865
06-03-2014,1,102.3610001,103.151001,102.3239975,102.3669968,102.3669968,0,1.373418808,1.671905398,0.897819221,0.841325998,140.5679932,171.0630035,6.127999783,7.760169983,1.269160032,61.7480011,0.001849668,0.001847959,102.0476192,102.1125552,102.2178505,0.111953936,0.263546442,-1052.991907,1218.481736,534.8119641,0.558428083,0.58499854,0.618475414,102.8364286,101.1124305,102.8790276,101.3205443,102.8867306,101.3738423,100,87.91360091,87.12017374,125.5231647,117.7105404,117.4509649,103.1240095,102.4730796,104.1338325
07-03-2014,0,103.0469971,103.7300034,102.8399963,103.0319977,103.0319977,0,1.386308789,1.674172521,0.910580993,0.847529411,142.8220062,172.4700012,6.10860014,7.760550022,1.263030052,60.79999924,0.006496243,0.006475234,102.2937141,102.2352751,102.2926348,-0.001431493,0.228226285,212.6992777,193.8699568,274.0107572,0.644429888,0.608142308,0.625999451,103.2811229,100.919735,103.0642461,101.3450393,102.9942969,101.4154183,100,100,100,125.4677153,117.5464792,117.135014,102.6093876,102.9381137,104.1424858
10-03-2014,1,103.1829987,103.3899994,102.935997,103.1900024,103.1900024,0,1.387867332,1.67310822,0.905797124,0.847385824,143.2100067,172.6000061,6.116099834,7.760590076,1.26812005,61.22999954,0.00153355,0.001532376,102.5177863,102.3626869,102.3749853,-0.12324262,0.178711358,211.56056,222.163003,336.7503182,0.61643001,0.570642744,0.600809006,103.671179,100.7842501,103.2869337,101.2834955,103.1536457,101.3656886,100,100,100,125.4122604,117.3831227,116.8201713,102.1232725,103.3475256,104.0429191
11-03-2014,0,103.2519989,103.4029999,103.1679993,103.2360001,103.2360001,0,1.387886524,1.664004207,0.902445555,0.84695524,143.2720032,171.7839966,6.128600121,7.760700226,1.267860055,60.81000137,0.000445757,0.000445657,102.6973399,102.4792197,102.4539319,-0.223573791,0.122384792,171.4920691,252.4344032,482.7255875,0.551716396,0.553928375,0.587332953,104.0107189,100.7664243,103.4736002,101.2259716,103.2789856,101.3081581,100,100,100,125.3568014,117.2204872,116.506508,101.665837,103.6908722,103.8493514
12-03-2014,0,102.8529968,103.086998,102.5650024,102.8399963,102.8399963,0,1.385809302,1.662068248,0.89653939,0.84552294,142.496994,170.8959961,6.130199909,7.761590004,1.267490029,61.04000092,-0.003835907,-0.003843283,102.733004,102.5273558,102.4893026,-0.258632792,0.073540236,125.7983548,431.3815135,486.1428556,0.578572954,0.540785653,0.585761297,103.9345314,101.2811821,103.5409517,101.2341915,103.3376041,101.3168722,78.28923978,79.49229554,79.49229554,125.3013401,117.0585889,116.1940943,101.2371839,103.9606725,103.5800717
13-03-2014,0,102.8199997,102.8519974,102.1470032,102.7829971,102.7829971,0,1.3904531,1.662123561,0.899766028,0.852296948,142.9069977,170.822998,6.135099888,7.763539791,1.266989946,60.77000046,-0.000554251,-0.000554405,102.7455023,102.5614613,102.5161914,-0.255852122,0.033136383,133.0419201,484.289301,1159.694825,0.579571315,0.557284764,0.600141979,103.6087751,101.9986511,103.5924377,101.2499913,103.3665496,101.3129745,57.18303359,76.54049783,76.54049783,125.245878,116.8974437,115.8830006,100.8373465,104.1524518,103.2562294
14-03-2014,1,101.7600021,101.8410034,101.2099991,101.7799988,101.7799988,0,1.386539459,1.662510514,0.90301615,0.853898048,141.102005,169.1629944,6.126200199,7.764999866,1.266610026,61.45999908,-0.009758407,-0.009806333,102.5041264,102.4572133,102.4488337,-0.152914931,0.021339844,-265.8270554,-283.7649361,-442.6690585,0.609143938,0.567285265,0.591713678,103.7815967,101.7121145,103.5870005,101.150714,103.3600895,101.2538152,0,24.59857764,24.59857764,125.1904168,116.7370677,115.5732967,100.4662885,104.264697,102.9005542
17-03-2014,0,101.3580017,101.8619995,101.3450012,101.3300018,101.3300018,0,1.391304374,1.664253473,0.902934551,0.853825092,140.9499969,168.625,6.140299797,7.764920235,1.265319943,60.97999954,-0.004421271,-0.004431074,102.2105952,102.3068522,102.3465264,0.000559967,0.036625434,-83.80014862,-180.5556475,-355.4775031,0.564857483,0.561642783,0.578284854,104.0854533,101.1119737,103.6217998,100.9513432,103.4019399,101.1302503,0,1.29474516,1.29474516,125.134958,116.5774768,115.2650519,100.1239053,104.298726,102.5360692
18-03-2014,0,101.8899994,101.9300003,101.3310013,101.8590012,101.8590012,0,1.392660618,1.663921237,0.908430219,0.856091082,141.852005,169.4839935,6.168200016,7.765940189,1.264359951,61.04000092,0.00522056,0.00520698,102.1226967,102.2471159,102.3019703,0.093759484,0.055652458,-62.4896746,-896.5628441,1213.228676,0.523284912,0.5838574,0.579856509,103.9539627,100.9083224,103.6191098,100.9124617,103.3864306,101.1738547,27.75445015,28.68984591,28.68984591,125.0795033,116.4186868,114.9583352,99.81002444,104.2584789,102.1848611
19-03-2014,0,101.4749985,101.6819992,101.2949982,101.4400024,101.4400024,0,1.393087506,1.659806132,0.913325429,0.862366319,141.2910004,168.3300018,6.182099819,7.766170025,1.263530016,61.10800171,-0.004113517,-0.004122001,101.9520231,102.1394652,102.223231,0.181668823,0.084402693,-32.85696847,-286.3790179,-495.3438167,0.513713292,0.565071651,0.55166626,103.6971597,100.6651253,103.6273657,100.7814914,103.4132096,101.0878382,5.771286071,6.991307783,6.991307783,125.0240544,116.2607134,114.6532152,99.52440693,104.1502382,101.866963
20-03-2014,1,102.4319992,102.5309982,102.2030029,102.4680023,102.4680023,0,1.381921649,1.65390408,0.90301615,0.853315115,141.6060028,169.3930054,6.193999767,7.76488018,1.273480058,60.95000076,0.010134068,0.010083063,102.0810179,102.1832827,102.2455806,0.160160187,0.095093758,-202.7348678,974.2967351,2822.764501,0.526998247,0.539357322,0.544951666,103.3184961,100.824361,103.6584837,100.8015165,103.423102,101.0908983,75.36454491,60.22797313,60.22797313,124.9686127,116.1035722,114.34976,99.26674843,103.9822908,101.5994022
21-03-2014,1,102.4020004,102.4020004,102.0250015,102.4069977,102.4069977,0,1.378207803,1.650873303,0.903832257,0.85316956,141.1349945,169.0599976,6.217599869,7.763750076,1.277160048,61.33300018,-0.000595353,-0.00059553,102.1625129,102.2131188,102.2603134,0.110686481,0.095454756,-359.5852275,316.5160862,3998.935071,0.506284441,0.542428698,0.529285249,103.1134715,100.9056717,103.6354567,100.9819717,103.4293141,101.0938291,74.12245927,56.50560597,57.06874753,124.9131798,115.9472789,114.048037,99.03668073,103.7645414,101.3954501
24-03-2014,0,102.2610016,102.6299973,102.1600037,102.2409973,102.2409973,0,1.37955761,1.649022222,0.909421623,0.853970945,141.0579987,168.6109924,6.215099812,7.758180141,1.273630023,61.02000046,-0.001620987,-0.001622302,102.182134,102.2168367,102.258551,0.074308016,0.092915852,-287.2693233,407.8429568,-5405.705996,0.472712926,0.52614212,0.529094151,102.8418306,101.0224556,103.5923218,101.1435344,103.4257311,101.0906503,80.05229284,47.79623974,48.4721454,124.8577575,115.791849,113.7481135,98.83377341,103.5080934,101.2641056
25-03-2014,0,102.2300034,102.4589996,102.0999985,102.2070007,102.2070007,0,1.383891582,1.649838328,0.912991881,0.854846954,141.4259949,168.6100006,6.185900211,7.756840229,1.270769954,60.59000015,-0.000332514,-0.000332569,102.1883507,102.215525,102.2538492,0.050885609,0.089259529,364.6351487,9017.442778,-1188.563379,0.433855329,0.521499634,0.52280862,102.9124361,101.0738506,103.5931065,101.1468925,103.4054271,101.0818115,77.06489676,46.0125769,46.71157645,124.8023471,115.6372977,113.450056,98.65753569,103.2248095,101.2098256
26-03-2014,0,102.3000031,102.4560013,102.2399979,102.2850037,102.2850037,0,1.381902575,1.653302431,0.916254342,0.857338846,141.3240051,169.0700073,6.191699982,7.756100178,1.267910004,60.22000122,0.000763186,0.000762895,102.2125139,102.2247903,102.2566899,0.028831326,0.083247419,171.2040839,-3053.922025,-1885.802254,0.390856062,0.477856772,0.504713876,102.8519685,101.4071759,103.5880967,101.140189,103.391133,101.0773438,82.19857209,50.10507439,50.75108653,124.7469504,115.4836404,113.1539304,98.50741839,102.9268672,101.2325066
27-03-2014,0,101.9150009,102.4100037,101.7399979,101.9029999,101.9029999,0,1.378207803,1.657687426,0.921828926,0.86006707,140.4320068,168.8899994,6.199399948,7.758329868,1.267130017,60.15999985,-0.0037347,-0.003741691,102.1351354,102.1818789,102.2244488,0.043032034,0.084056325,2513.71597,-162.8882281,-1504.040154,0.400999887,0.462142399,0.522904896,102.84796,101.4237555,103.4659724,101.1010278,103.3879586,101.0569943,45.03866649,30.06288452,30.96839194,124.6915689,115.3308923,112.8598021,98.38281613,102.6263233,101.3277074
28-03-2014,0,102.1549988,102.9339981,102.0319977,102.1470032,102.1470032,0,1.37413609,1.66079855,0.926698148,0.866325915,140.3639984,169.6380005,6.202899933,7.757969856,1.26327002,60.23799896,0.002394466,0.002391604,102.1381023,102.1772283,102.2173908,0.04437391,0.083420537,190.9483317,-184.5641806,-2506.575315,0.474571228,0.49414226,0.534904843,102.6066658,101.8670498,103.2707062,101.1472942,103.3806123,101.0498643,43.18623744,42.86474824,43.60450415,124.6362042,115.1790685,112.5677361,98.28306967,102.3347013,101.487091
31-03-2014,1,102.8550034,103.4250031,102.7939987,102.8889999,102.8889999,0,1.375213146,1.664391994,0.926011622,0.866926789,141.4980011,171.2850037,6.202199936,7.757080078,1.259299994,59.84000015,0.007264009,0.007237753,102.3258267,102.2721411,102.2785835,-0.021339414,0.065996862,252.7337308,-755.3317796,584.3396504,0.517858233,0.52242824,0.532190959,102.9034538,101.6905469,103.1549452,101.2134837,103.4527056,101.0519615,100,100,82.03002766,124.5808578,115.0281839,112.2777964,98.20746838,102.0626129,101.6990533
01-04-2014,0,103.2200012,103.5920029,103.0879974,103.2139969,103.2139969,0,1.377505302,1.66663897,0.926869988,0.86767894,142.1670074,172,6.20720005,7.75620985,1.25838995,59.99000168,0.003158714,0.003153736,102.5478693,102.3977334,102.3637948,-0.120955573,0.032650976,172.1191208,787.6991493,255.4744701,0.536002023,0.521143232,0.540286473,103.3387223,101.4858496,103.2754539,101.1464036,103.5313698,101.1551064,100,100,98.84558267,124.5255313,114.8782535,111.9900467,98.15525283,101.8194267,101.9494991
02-04-2014,1,103.6269989,103.9290009,103.5889969,103.6330032,103.6330032,0,1.379481554,1.663312316,0.923872888,0.861846089,142.9539948,172.345993,6.196899891,7.756820202,1.259750009,59.77999878,0.004059588,0.004051371,102.8191528,102.562449,102.4793917,-0.242810132,-0.01700789,129.8849567,395.8801565,233.6335625,0.517432077,0.495072501,0.523238772,103.8947394,101.3275485,103.5518323,100.9914547,103.6834782,101.2145218,100,100,100,124.4702262,114.7292919,111.7045498,98.12561759,101.6129908,102.2227171
03-04-2014,1,103.8270035,104.0899963,103.8099976,103.8669968,103.8669968,0,1.376822591,1.662731528,0.924727201,0.857485831,142.9859924,172.6880035,6.195700169,7.756100178,1.261749983,59.89799881,0.002257906,0.00225536,103.0811138,102.7364007,102.6057506,-0.360668634,-0.078126119,123.0123312,172.4486103,275.7259012,0.506146022,0.470000676,0.516381763,104.3739785,101.322594,103.9213502,100.9200794,103.9020983,101.1567585,100,100,100,124.4149442,114.581314,111.4213681,98.11771404,101.4494193,102.5023057
04-04-2014,1,103.8929977,104.112999,103.3030014,103.8960037,103.8960037,0,1.372382164,1.659888744,0.923275828,0.855578363,142.5749969,172.4100037,6.200699806,7.756430149,1.262650013,60.38999939,0.00027927,0.000279231,103.2848363,102.8910236,102.7232263,-0.447627777,-0.14259446,123.7122141,141.3875022,294.1130682,0.591002328,0.490929195,0.515571958,104.6911431,101.4657151,104.1566864,101.0513149,104.095619,101.1088575,100,100,100,124.3596866,114.4343342,111.140563,98.13065343,101.3329451,102.7720972
07-04-2014,0,103.3239975,103.3320007,103,103.3199997,103.3199997,0,1.370407462,1.657907486,0.92902261,0.861326456,141.5899963,171.2619934,6.202300072,7.755879879,1.258849978,59.66999817,-0.005544044,-0.005559469,103.2936271,102.9482234,102.7775541,-0.449488514,-0.192394164,140.6495485,212.1156578,1330.549154,0.54271589,0.471857888,0.48900023,104.5167517,102.0449636,104.2416169,101.1750985,104.1310414,101.1008639,67.06667539,76.54707949,77.55247063,124.3044552,114.288367,110.8621954,98.16350989,101.2658433,103.0170323
08-04-2014,1,103.0579987,103.0579987,102.064003,103.0690002,103.0690002,0,1.374306083,1.661046863,0.926698148,0.861029804,141.628006,171.1459961,6.202300072,7.754809856,1.259500027,60.11999893,-0.00242934,-0.002432296,103.2374704,102.9643277,102.8040828,-0.394087403,-0.224528055,189.6969747,190.2400757,-3036.311475,0.555858067,0.515214648,0.514714196,104.1995357,102.6256073,104.1802918,101.4691376,104.1170079,101.1033734,17.874839,58.50467218,67.77073776,124.2492514,114.1434268,110.5863253,98.21532368,101.2484256,103.2239398
09-04-2014,1,101.9430008,102.1399994,101.7580032,101.9550018,101.9550018,0,1.379329324,1.675013781,0.935103834,0.866776466,140.6119995,170.7359924,6.186900139,7.753880024,1.251569986,60.09000015,-0.010808278,-0.010867112,102.9168533,102.8297457,102.7268047,-0.231290617,-0.219930615,-107.8164694,-403.7046401,-283.2170956,0.52028547,0.519071851,0.521713983,104.6094889,101.9487975,104.2112345,101.3649091,104.0533174,101.045064,0,2.609224927,24.35695788,124.1940767,113.9995277,110.3130122,98.28510438,101.2791024,103.3821842
