Date,Open,High,Low,Close,Adj Close,Volume,EURUSD,GBPUSD,AUDUSD,NZDUSD,EURJPY,GBPJPY,CNY,HKD,SGD,INR,pct_change,log_change,7ma,14ma,21ma,7macd,14macd,7rsi,14rsi,21rsi,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,7rsv,14rsv,21rsv,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components
2014-01-30,102.23999786376953,102.77999877929688,102.08799743652344,102.30000305175781,102.30000305175781,0,5.5909156799316406e-05,-8.213520050048828e-05,-0.00015306472778320312,-0.00047212839126586914,-0.0630035400390625,-0.0890045166015625,0.0,1.0013580322265625e-05,-0.0002199411392211914,0.3620033264160156,-0.009018606140971039,-0.009059519945428049,103.06726265926335,103.47342441546039,103.66285243017933,0.5064900837651886,0.30732101082100266,-82.7535640256348,-120.47453047537482,-126.16678873697916,1.0014310564313615,0.7997867039271763,0.7572388421921503,105.1349138097298,101.28509089869655,105.35634134140102,101.93551678673794,105.84865570858902,102.21877360688718,9.671183309180954,9.671183309180954,7.6359323187200125,126.90273333627545,121.99254000641737,125.49873367381755,123.40667309489423,120.7102191923831,120.36068434459634
2014-01-31,102.72799682617188,102.90799713134766,102.01499938964844,102.75800323486328,102.75800323486328,0,-1.8358230590820312e-05,-0.0004082918167114258,7.730722427368164e-05,0.00026744604110717773,-0.071990966796875,-0.1100006103515625,0.0,0.0,3.0040740966796875e-05,0.0,0.0044770300043270525,0.004467037917645045,102.98984422852584,103.3743488449694,103.57025196281747,0.5124749030899282,0.3451396044762604,-140.0005207790855,-294.3762571585973,-164.42006362798435,1.0504302978515625,0.7922864641462054,0.7657147362118676,104.71913968930282,101.28229463686905,105.32399779040848,101.79771830020256,105.70702580859331,102.1160231009119,27.388798214986675,27.388798214986675,24.737956110980786,126.84796430606201,121.81628739975491,125.17858438677133,122.42142692856595,118.22268987766331,117.31022853325466
2014-02-03,102.23799896240234,102.39399719238281,101.25599670410156,102.19200134277344,102.19200134277344,0,0.0,0.0,7.671117782592773e-05,-0.00019693374633789062,0.05499267578125,0.087005615234375,0.0,0.0,0.00015997886657714844,0.0,-0.0055081052012677986,-0.005523330747734845,102.79018316892207,103.21144998445314,103.43079833939375,0.5375062701890492,0.38584898384371163,-67.08961959220383,-379.4393526546114,-159.7505207114608,1.0241437639508928,0.8218579973493304,0.7824765159970238,103.67151778800333,101.63191631146653,105.39368670511647,101.5960299609689,105.6775676096526,101.89395760077336,10.757448776117677,5.493166008010129,4.961506472457401,126.79314780627607,121.64031799743594,124.85773409908116,121.44096845311911,115.79582927913775,114.36373246061868
2014-02-04,101.15699768066406,101.56700134277344,100.78399658203125,101.14199829101562,101.14199829101562,0,-0.00021946430206298828,0.00029277801513671875,-0.00015312433242797852,0.0001302957534790039,0.0189971923828125,0.0149993896484375,0.0,0.0,2.002716064453125e-05,0.0,-0.010274806618532518,-0.010327956829600825,102.3778266332321,102.92759067618599,103.20156862215899,0.6390533920123549,0.4459132056431901,-73.56358443853176,-80.44118312038705,-109.81438533862737,0.9122881208147321,0.8424295697893415,0.7833339146205357,103.65357293851733,101.01328845936214,105.50552718479808,101.05033197221921,105.74814885570093,101.46432832877638,0.0,0.0,0.0,126.73828554702537,121.46464903568516,124.53625417921661,120.46673269616016,113.457261636183,111.57347824818774
2014-02-05,101.66999816894531,101.6719970703125,100.82099914550781,101.68900299072266,101.68900299072266,0,7.30752944946289e-05,5.316734313964844e-05,-0.0002383589744567871,-0.0002028942108154297,-0.0149993896484375,-0.042999267578125,0.0,0.0,-5.996227264404297e-05,0.0,0.005408284480727145,0.005393712227198414,102.20552347339292,102.75834674962519,103.05146843116043,0.6844310905020661,0.5005746117536406,-605.5413487752816,-90.14610230602861,-185.91903931822577,0.9141442435128349,0.848358154296875,0.7995721726190477,103.67959596718325,100.88412255611473,105.31751261267692,100.8266328079425,105.76423963953059,101.2081426788753,26.184945765311713,15.660008518352681,14.775909931187131,126.68337923590929,121.28929773780897,124.21421626357399,119.5001383787376,111.23292552734576,108.98680476289012
2014-02-06,101.46199798583984,101.9800033569336,101.24800109863281,101.46600341796875,101.46600341796875,0,-1.823902130126953e-05,0.00010669231414794922,0.0,-0.000541388988494873,-0.001007080078125,0.0059967041015625,0.0,-0.000209808349609375,-0.0002599954605102539,0.0,-0.0021929566245649105,-0.002195364675087823,102.02056516563182,102.58233997354003,102.89543324548815,0.7069914116049506,0.5515503741665995,-131.79957990436122,-91.83499549624867,-128.9285219022279,0.9168581281389508,0.8818582807268415,0.8127150762648809,103.58273578637072,100.63955425269178,105.15026851679768,100.58973479653936,105.6990803733183,100.96415960529033,15.510025199956173,9.275830812410584,8.752156198413532,126.62843057795165,121.11428131183807,123.89169223270498,118.5425841969637,109.14649631737903,106.64449980543094
2014-02-07,102.02999877929688,102.52799987792969,101.54499816894531,102.03900146484375,102.03900146484375,0,-0.00024008750915527344,-2.6702880859375e-05,-0.00024020671844482422,0.0,-0.0279998779296875,0.0099945068359375,0.0,1.0013580322265625e-05,6.99758529663086e-05,0.0,0.005647192434638921,0.005631306821458067,102.02517570418523,102.50855256602074,102.81177464318651,0.6553050936659534,0.583470850927756,-132.38264698728867,-144.2023127604284,-164.9200205626439,0.8674294607979911,0.9244297572544643,0.8461438133603051,103.0352421285722,100.84647609826932,104.88778675955814,100.53807405412769,105.52326851041266,100.87282858198876,55.50745232823292,25.67999388425961,24.32218852530234,126.57344127553317,120.93961694816642,123.56875418746358,117.59544516120415,107.21886578553179,104.57945770374562
2014-02-10,102.48100280761719,102.51200103759766,101.99400329589844,102.52400207519531,102.52400207519531,0,9.274482727050781e-05,-2.6941299438476562e-05,-0.00024008750915527344,-6.854534149169922e-05,-0.050994873046875,-0.092010498046875,0.0,0.00015974044799804688,0.0,0.0,0.004753090518223695,0.004741830250105039,102.14991199782847,102.51064549690372,102.78385335942534,0.5371995115241482,0.590308044864854,920.9877384196177,-214.9331921974586,-221.6395590434472,0.8425718035016742,0.9220014299665179,0.8140484037853423,103.12767921495967,100.81803873286398,104.58489490448964,100.59796642363536,105.30504240024909,100.87143566778475,85.51977451808906,39.56490875533762,39.56490875533762,126.51841302832462,120.7653218171877,123.24547442507917,116.66006900443774,105.46769299880721,102.81565655867809
2014-02-11,102.13500213623047,102.62699890136719,102.0719985961914,102.13300323486328,102.13300323486328,0,-1.8596649169921875e-05,-0.00021529197692871094,-3.2007694244384766e-05,-6.842613220214844e-05,-0.014007568359375,-0.0240020751953125,0.0,0.0,-5.996227264404297e-05,-0.13800048828125,-0.0038137297844192293,-0.003821020594543152,102.14568405205178,102.45959567470942,102.72108818493562,0.4442882233240688,0.5882933284702458,-256.80053710937494,-174.92881652916697,-281.44404392797423,0.7942864554268974,0.9223583766392299,0.792953127906436,102.83359283348862,100.93355368576361,104.20948188709833,100.6748085356137,105.21922185830064,100.7843043751908,71.70783142506984,28.3711380737602,28.3711380737602,126.46334753321962,120.5914130669295,122.92192541516613,115.73777267116469,103.90703846068295,101.36749512529201
2014-02-12,102.51899719238281,102.63600158691406,102.23300170898438,102.5199966430664,102.5199966430664,0,0.0,-8.130073547363281e-05,0.0,0.00013816356658935547,-0.0049896240234375,-0.0210113525390625,0.0,0.00017976760864257812,-7.998943328857422e-05,0.0,0.0037891121963113303,0.0037819515932122905,102.23927473502027,102.4677456468682,102.70180237008542,0.337146481589875,0.5713236187509743,607.3247889093063,-171.677885274405,-922.4823666457581,0.689286368233817,0.8567150660923549,0.7776674543108258,102.97871211168169,100.88214735051139,103.53504075690908,101.04710602392238,105.19993780203258,100.74682646275538,99.71017213015203,61.84899444918142,39.450238623084736,126.4082464842684,120.4179078206857,122.59817977567852,114.82983889798128,102.54709117625929,100.23951330420654
